styleID,partNumber,brandName,styleName,uniqueStyleName,title,description,baseCategory,categories,catalogPageNumber,newStyle,comparableGroup,companionGroup,brandImage,styleImage,prop65Chemicals,noeRetailing,boxRequired,import_status
9182,49695,47+Brand,4700,4700,Clean+Up+Cap,%3Cul%3E%3Cli%3E100%25+Cotton%2C+garment-washed+twill%3C%2Fli%3E%3Cli%3EUnstructured%2C+low-profile%2C+six-panel%3C%2Fli%3E%3Cli%3EPre-curved+visor%3C%2Fli%3E%3Cli%3E%26%2339%3B47+snap+slide+buckle+closure%3C%2Fli%3E%3C%2Ful%3E,Headwear,11%2C25%2C71%2C72%2C87%2C118%2C148%2C155%2C175%2C185%2C239%2C247%2C361%2C392%2C406%2C408%2C423%2C425%2C447%2C457%2C466%2C468%2C482%2C483,0,,93,1409,Images%2FBrand%2F162_fm.jpg,Images%2FStyle%2F9182_fm.jpg,,,1,1
10114,04853,Adidas,A12C,A12C,Core+Performance+Relaxed+Cap,%3Cul%3E%3Cli%3E8.38+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+14+oz.%2FL+yd%26nbsp%3B%28CA%29%2C+100%25+brushed+cotton+twill%3C%2Fli%3E%3Cli%3EUnstructured%2C+six-panel%2C+low-profile%3C%2Fli%3E%3Cli%3EPre-curved+visor%2C+black+undervisor%3C%2Fli%3E%3Cli%3EEmbroidered+adidas+logo+on+left+side+panel%3C%2Fli%3E%3Cli%3ESelf-fabric+closure+with+adidas+flip+buckle+and+grommet%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Headwear,10%2C11%2C13%2C16%2C71%2C87%2C118%2C136%2C148%2C155%2C157%2C159%2C160%2C163%2C179%2C185%2C239%2C245%2C247%2C272%2C309%2C392%2C408%2C410%2C417%2C419%2C424,25,,0,0,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F10114_fm.jpg,,1,,0
6093,18353,Adidas,A213,A213,Heathered+3-Stripes+Colorblocked+Polo,%3Cul%3E%3Cli%3E3.8+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+6.4%26nbsp%3Boz.%2FL+yd%26nbsp%3B%28CA%29%2C%26nbsp%3B100%25+polyester+piqu%C3%A9%3C%2Fli%3E%3Cli%3EMoisture+management+properties%3C%2Fli%3E%3Cli%3ESelf-fabric+collar+with+three+button+placket%3C%2Fli%3E%3Cli%3EContrast+3-stripes+screen+print+on+right+sleeve%3C%2Fli%3E%3Cli%3EHeather+colorblock+on+upper+chest%2C+back+and+shoulders%3C%2Fli%3E%3Cli%3EContrast+adidas%C2%AE+logo+at+back+neck+to+match+3%26nbsp%3Bstripes+on+sleeve%3C%2Fli%3E%3Cli%3EUPF+30%2B+protection%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Sport+Shirts,2%2C10%2C16%2C18%2C25%2C52%2C57%2C85%2C87%2C115%2C127%2C139%2C148%2C156%2C157%2C167%2C173%2C181%2C182%2C185%2C201%2C220%2C223%2C234%2C267%2C309%2C323%2C385%2C393%2C408%2C423%2C424%2C456%2C475%2C495%2C496,12,,530,776,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F6093_fm.jpg,,1,,0
7269,81053,Adidas,A230,A230,Performance+Polo,%3Cul%3E%3Cli%3E3.8+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+6.3+oz.%2FL+yd+%28CA%29%2C%26nbsp%3B100%25+recycled+polyester%0A%3C%2Fli%3E%3Cli%3EHydrophilic+finish%3C%2Fli%3E%3Cli%3ERibbed+knit+collar+with+three-button+placket%3C%2Fli%3E%3Cli%3EUPF+50%2B+protection%3C%2Fli%3E%3Cli%3EContrast+color+heat+transfer+logo+on+right+sleeve%3C%2Fli%3E%3C%2Ful%3E%0A%0A%0A%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Sport+Shirts,2%2C10%2C16%2C18%2C25%2C41%2C52%2C57%2C85%2C87%2C127%2C139%2C148%2C156%2C167%2C173%2C181%2C185%2C206%2C220%2C223%2C234%2C267%2C309%2C364%2C385%2C393%2C408%2C410%2C417%2C418%2C423%2C424%2C456%2C474%2C493%2C495%2C496,14,,217,463,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F7269_fm.jpg,,1,,0
7278,81153,Adidas,A231,A231,Women%27s+Performance+Polo,%3Cul%3E%3Cli%3E3.8+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+6.3+oz.%2FL+yd%26nbsp%3B%28CA%29%2C%26nbsp%3B100%25+recycled+polyester%3C%2Fli%3E%3Cli%3EHydrophilic+finish%3C%2Fli%3E%3Cli%3ESelf-fabric+collar%3C%2Fli%3E%3Cli%3EThree-button+placket%3C%2Fli%3E%3Cli%3EUPF+50%2B%26nbsp%3Bprotection%3C%2Fli%3E%3Cli%3ESilver+heat-transfer+logo+on+right+hip%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Sport+Shirts,2%2C10%2C13%2C16%2C18%2C25%2C41%2C52%2C57%2C85%2C127%2C139%2C148%2C156%2C167%2C173%2C181%2C185%2C206%2C220%2C223%2C234%2C267%2C309%2C364%2C385%2C393%2C408%2C410%2C423%2C424%2C495%2C496,14,,218,463,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F7278_fm.jpg,,1,,0
7685,01253,Adidas,A267,A267,3-Stripes+Full-Zip+Jacket,%3Cul%3E%3Cli%3E7.2+oz.%2Fyd%C2%B2+%28US%29%2C+12+oz%2FL+yd+%28CA%29%2C+94%2F6+recycled+polyester%2Felastane+plain+weave%3C%2Fli%3E%3Cli%3EDurable+water+repellent+finish%3C%2Fli%3E%3Cli%3ESoft+shell+stretch+fabric%3C%2Fli%3E%3Cli%3EHalf+elastic+cuffs%3C%2Fli%3E%3Cli%3ETwo+front+zip+pockets%3C%2Fli%3E%3Cli%3E3-stripes+on+right+arm%3C%2Fli%3E%3Cli%3EContrast+color+adidas+performance+logo+on+back+neck%3C%2Fli%3E%3C%2Ful%3E,Outerwear,2%2C10%2C15%2C16%2C27%2C38%2C41%2C47%2C61%2C87%2C127%2C148%2C176%2C185%2C188%2C206%2C220%2C223%2C271%2C364%2C404%2C408%2C423%2C424%2C433%2C457%2C476%2C480,0,,0,1487,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F7685_fm.jpg,,1,,0
10187,05453,Adidas,A268,A268,Women%27s+3-Stripes+Full-Zip+Jacket,%3Cul%3E%3Cli%3E7.2+oz.%2Fyd%C2%B2+%28US%29%2C+12+oz%2FL+yd+%28CA%29%2C+94%2F6+recycled+polyester%2Felastane+plain+weave%3C%2Fli%3E%3Cli%3EDurable+water+repellent+finish%3C%2Fli%3E%3Cli%3ESoft+shell+stretch+fabric%3C%2Fli%3E%3Cli%3EHalf+elastic+cuffs%3C%2Fli%3E%3Cli%3ETwo+front+zip+pockets%3C%2Fli%3E%3Cli%3E3-stripes+on+right+arm%3C%2Fli%3E%3Cli%3EContrast+color+adidas+performance+logo+on+right+hip%3C%2Fli%3E%3C%2Ful%3E,Outerwear,2%2C10%2C13%2C15%2C16%2C27%2C38%2C41%2C47%2C61%2C127%2C148%2C176%2C185%2C188%2C206%2C220%2C223%2C271%2C364%2C380%2C404%2C408%2C423%2C424%2C433%2C456%2C457%2C474%2C476%2C480,0,,0,1487,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F10187_fm.jpg,,1,,0
6880,90753,Adidas,A280,A280,Lightweight+Quarter-Zip+Pullover,%3Cul%3E%3Cli%3E5.1+oz.%2Fyd%C2%B2+%28US%29%2C+8.5+oz%2FL+yd+%28CA%29%2C+100%25+recycled+polyester+pique%3C%2Fli%3E%3Cli%3E100%25+recycled+polyester+insert%3C%2Fli%3E%3Cli%3EHydrophilic+finish%3C%2Fli%3E%3Cli%3ELightweight%3C%2Fli%3E%3Cli%3ESelf+fabric+cuffs%3C%2Fli%3E%3Cli%3ETonal+zipper%3C%2Fli%3E%3Cli%3EUPF+50%2B+protection%3C%2Fli%3E%3Cli%3Eadidas+logo+at+left+sleeve%3C%2Fli%3E%3C%2Ful%3E,Outerwear,2%2C10%2C16%2C25%2C41%2C48%2C56%2C85%2C87%2C142%2C148%2C156%2C167%2C173%2C181%2C185%2C206%2C220%2C223%2C234%2C269%2C364%2C385%2C387%2C404%2C408%2C423%2C424,0,,475,942,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F6880_fm.jpg,,1,,0
7248,80753,Adidas,A281,A281,Women%27s+Lightweight+Quarter-Zip+Pullover,%3Cul%3E%3Cli%3E5.1+oz.%2Fyd%C2%B2+%28US%29%2C+8.5+oz%2FL+yd+%28CA%29%2C+100%25+recycled+polyester+with+hydrophilic+finish%3C%2Fli%3E%3Cli%3E100%25+recycled+polyester+insert%3C%2Fli%3E%3Cli%3ELightweight%3C%2Fli%3E%3Cli%3ERaglan+sleeves%3C%2Fli%3E%3Cli%3ESelf+fabric+cuffs%3C%2Fli%3E%3Cli%3ETonal+zipper%3C%2Fli%3E%3Cli%3EOpen+pockets+at+waist%3C%2Fli%3E%3Cli%3EUPF+50%2B+protection%3C%2Fli%3E%3Cli%3Eadidas+logo+on+right+hip%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%2A+Please+note+this+style+has+open+pockets%2C+the+men%26%2339%3Bs+companion+piece+does+not+have+pockets.%3Cbr+%2F%3E%3C%2Fp%3E,T-Shirts+-+Long+Sleeve,2%2C10%2C13%2C16%2C25%2C41%2C48%2C56%2C61%2C85%2C142%2C148%2C156%2C167%2C173%2C181%2C185%2C206%2C220%2C223%2C234%2C269%2C317%2C364%2C385%2C387%2C404%2C408%2C423%2C424,0,,551,942,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F7248_fm.jpg,,1,,0
6095,12053,Adidas,A284,A284R,Brushed+Terry+Heathered+Quarter-Zip+Pullover,%3Cul%3E%3Cli%3E5.6+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+9.3%26nbsp%3Boz.%2FL+yd%26nbsp%3B%28CA%29%2C%26nbsp%3B100%25+polyester%3C%2Fli%3E%3Cli%3EBrushed+polyester+interior%3C%2Fli%3E%3Cli%3ETonal+stitching%3C%2Fli%3E%3Cli%3EReflective+gradient+3-stripes+heat+transfer+on+right+forearm%3C%2Fli%3E%3Cli%3EContrast+color+zipper%3C%2Fli%3E%3Cli%3EContrast+color+heat-transfer+adidas+logo+on+center+back+neck%3C%2Fli%3E%3C%2Ful%3E+%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Fleece,2%2C10%2C16%2C48%2C56%2C85%2C87%2C142%2C148%2C156%2C157%2C167%2C179%2C180%2C182%2C185%2C201%2C220%2C223%2C234%2C269%2C309%2C385%2C387%2C404%2C408%2C410%2C423%2C424,21,,45,645,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F6095_fm.jpg,,1,,0
6096,12153,Adidas,A285,A285R,Women%27s+Brushed+Terry+Heathered+Quarter-Zip+Pullover,%3Cul%3E%3Cli%3E5.6+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+9.3%26nbsp%3Boz.%2FL+yd+%28CA%29%2C+100%25+polyester%3C%2Fli%3E%3Cli%3EBrushed+polyester+interior%3C%2Fli%3E%3Cli%3EPrincess+side+seams%3C%2Fli%3E%3Cli%3ETonal+stitching%3C%2Fli%3E%3Cli%3EReflective+gradient+3-stripes+heat+transfer+on+right+forearm%3C%2Fli%3E%3Cli%3EContrast+color+zipper%3C%2Fli%3E%3Cli%3EThumbhole+on+cuffs%3C%2Fli%3E%3Cli%3EMetallic+silver+heat+transfer+adidas+logo+on+center+back+neck%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Fleece,2%2C10%2C13%2C16%2C48%2C56%2C85%2C142%2C146%2C148%2C156%2C157%2C167%2C180%2C182%2C185%2C201%2C220%2C223%2C234%2C269%2C309%2C385%2C387%2C404%2C408%2C410%2C423%2C424%2C456%2C475,21,,357,645,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F6096_fm.jpg,,1,,0
7686,01353,Adidas,A295,A295,Performance+Textured+Quarter-Zip+Pullover,%3Cul%3E%3Cli%3E8.1+oz.%2Fyd%C2%B2+%28US%29%2C+13.44+oz+%28CA%29%2C+91%2F9+recycled+polyester%2Felastane+interlock+with+hydrophilic+finish%3C%2Fli%3E%3Cli%3ESelf+mock+collar%2C+cuffs%2C+and+bottom+hem%3C%2Fli%3E%3Cli%3ETextured+front+body%3C%2Fli%3E%3Cli%3ESolid+jersey+sleeves+and+back%3C%2Fli%3E%3Cli%3ERight+arm+zipper+pocket%3C%2Fli%3E%3Cli%3EUPF+50%2B+protection%3C%2Fli%3E%3Cli%3EContrast+color+adidas+logo+on+left+sleeve%3C%2Fli%3E%3C%2Ful%3E,Fleece,2%2C10%2C16%2C41%2C48%2C56%2C61%2C87%2C112%2C115%2C142%2C148%2C167%2C173%2C185%2C188%2C206%2C220%2C223%2C272%2C359%2C364%2C385%2C387%2C404%2C408%2C423%2C424,0,,0,0,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F7686_fm.jpg,,1,,0
7702,02753,Adidas,A324,A324,3-Stripes+Chest+Polo,%3Cul%3E%3Cli%3E5.3+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+8.8%26nbsp%3Boz.%2FL+yd%26nbsp%3B%28CA%29%2C%26nbsp%3B100%25+recycled+polyester+jersey%3C%2Fli%3E%3Cli%3EHydrophilic+finish%3C%2Fli%3E%3Cli%3ESelf-fabric+collar%3C%2Fli%3E%3Cli%3EThree+button+placket%3C%2Fli%3E%3Cli%3E3-stripes+print+on+right+chest%3C%2Fli%3E%3Cli%3EOpen+hem+sleeve%3C%2Fli%3E%3Cli%3EContrast-color+adidas+logo+on+left+sleeve%3C%2Fli%3E%3Cli%3EUPF+50%2B+protection%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Sport+Shirts,2%2C10%2C16%2C18%2C41%2C52%2C57%2C85%2C87%2C115%2C127%2C148%2C167%2C173%2C185%2C201%2C206%2C220%2C269%2C309%2C317%2C364%2C385%2C393%2C408%2C423%2C424%2C492,13,,530,1128,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F7702_fm.jpg,,1,,0
7692,01953,Adidas,A325,A325,Women%27s+3-Stripes+Shoulder+Polo,%3Cul%3E%3Cli%3E5.3+oz.%2Fyd%C2%B2+%26nbsp%3B%28US%29%2C+8.8+oz.%2FL+yd%26nbsp%3B%28CA%29%2C%26nbsp%3B100%25+recycled+polyester+jersey%3C%2Fli%3E%3Cli%3EHydrophilic+finish%3C%2Fli%3E%3Cli%3ESelf-fabric+collar%3C%2Fli%3E%3Cli%3EThree+button+placket%3C%2Fli%3E%3Cli%3E3-stripes+print+on+right+shoulder%3C%2Fli%3E%3Cli%3EOpen+hem+sleeve%3C%2Fli%3E%3Cli%3EContrast-color+adidas+logo+on+left+sleeve%3C%2Fli%3E%3Cli%3EUPF+50%2B+protection%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Sport+Shirts,2%2C10%2C13%2C16%2C18%2C41%2C52%2C57%2C85%2C115%2C127%2C148%2C167%2C173%2C185%2C201%2C206%2C220%2C269%2C309%2C364%2C385%2C393%2C408%2C423%2C424%2C492,13,,531,1128,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F7692_fm.jpg,,1,,0
6879,90653,Adidas,A372,A372,M%C3%A8lange+Tech+T-Shirt,%3Cul%3E%3Cli%3E3.8%26nbsp%3Boz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+6.3+oz.%2FL+yd+%28CA%29%2C%26nbsp%3B92%2F8+polyester%2Felastane%3C%2Fli%3E%3Cli%3EHydrophilic+finish%3C%2Fli%3E%3Cli%3ESpace-dyed+heathered+full-body+fabric%3C%2Fli%3E%3Cli%3ESilver+heat+transfer+adidas+logo+on+left+sleeve%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,T-Shirts,2%2C8%2C10%2C16%2C25%2C52%2C57%2C85%2C87%2C139%2C148%2C156%2C167%2C181%2C185%2C220%2C223%2C234%2C267%2C309%2C324%2C385%2C387%2C408%2C409%2C417%2C418%2C423%2C424%2C456%2C473,20,,0,943,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F6879_fm.jpg,,1,,0
6877,90553,Adidas,A373,A373,Women%27s+M%C3%A8lange+Tech+V-Neck+T-Shirt,%3Cul%3E%3Cli%3E3.8+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+6.3%26nbsp%3Boz.%2FL+yd%26nbsp%3B%28CA%29%2C+92%2F8+polyester%2Felastane%3C%2Fli%3E%3Cli%3EHydrophilic+finish%3C%2Fli%3E%3Cli%3ESpace-dyed+heathered+full-body+fabric%3C%2Fli%3E%3Cli%3EV-neck%3C%2Fli%3E%3Cli%3ECurved+hem%3C%2Fli%3E%3Cli%3ESide+gussets%3C%2Fli%3E%3Cli%3ESilver+heat+transfer+adidas+logo+on+right+hip%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,T-Shirts,2%2C10%2C13%2C16%2C25%2C52%2C57%2C66%2C85%2C139%2C148%2C156%2C167%2C181%2C185%2C220%2C223%2C234%2C267%2C309%2C385%2C387%2C408%2C409%2C417%2C418%2C423%2C424,20,,0,943,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F6877_fm.jpg,,1,,0
7684,01153,Adidas,A401,A401,Lightweight+Quarter-Zip+Pullover,%3Cul%3E%3Cli%3E6.1+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+10.1%26nbsp%3Boz.%2FL+yd%26nbsp%3B%28CA%29%2C%26nbsp%3B100%25+recycled+polyester%3C%2Fli%3E%3Cli%3EHydrophilic+finish%3C%2Fli%3E%3Cli%3ESelf-mock+collar%2C+bottom+hem%2C+and+cuffs%3C%2Fli%3E%3Cli%3EUPF+50%2B+protection%3C%2Fli%3E%3Cli%3EContrast+color+adidas+logo+on+left+sleeve%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Fleece,2%2C10%2C16%2C41%2C48%2C56%2C85%2C87%2C112%2C115%2C142%2C148%2C167%2C173%2C185%2C206%2C219%2C220%2C270%2C309%2C364%2C385%2C387%2C404%2C408%2C423%2C424%2C448%2C456%2C475%2C493,24,,755,1129,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F7684_fm.jpg,,1,,0
7682,00953,Adidas,A402,A402,M%C3%A9lange+Polo,%3Cul%3E%3Cli%3E5.6+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+9.3%26nbsp%3Boz.%2FL+yd%26nbsp%3B%28CA%29%2C%26nbsp%3B100%25+recycled+polyester+with+striated+heather+interlock%3C%2Fli%3E%3Cli%3ESelf-fabric+collar%3C%2Fli%3E%3Cli%3EThree-button+placket%3C%2Fli%3E%3Cli%3EOpen+hem+sleeves+and+bottom+hem%3C%2Fli%3E%3Cli%3EUPF+50%2B+protection%3C%2Fli%3E%3Cli%3EContrast+adidas+logo+on+right+sleeve%3C%2Fli%3E%3C%2Ful%3E%0A%0A%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Sport+Shirts,2%2C10%2C18%2C41%2C52%2C57%2C85%2C87%2C115%2C127%2C139%2C148%2C156%2C185%2C206%2C220%2C269%2C309%2C364%2C385%2C393%2C408%2C423%2C424,19,,285,1130,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F7682_fm.jpg,,1,,0
7683,01053,Adidas,A403,A403,Women%27s+M%C3%A9lange+Polo,%3Cul%3E%3Cli%3E5.6+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+9.3%26nbsp%3Boz.%2FL+yd%26nbsp%3B%28CA%29%2C%26nbsp%3B100%25+recycled+polyester+with+striated+heather+interlock%3C%2Fli%3E%3Cli%3ESelf+collar+with+fashion+v-neck+placket%3C%2Fli%3E%3Cli%3EOpen+hem+sleeve+and+bottom+hem%3C%2Fli%3E%3Cli%3EUPF+50%2B+protection%3C%2Fli%3E%3Cli%3EContrast+adidas+logo+on+right+hip%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Sport+Shirts,2%2C10%2C13%2C18%2C41%2C52%2C57%2C66%2C85%2C115%2C127%2C139%2C148%2C185%2C206%2C220%2C269%2C309%2C364%2C385%2C393%2C408%2C423%2C424,19,,0,1130,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F7683_fm.jpg,,1,,0
10104,04753,Adidas,A420C,A420C,Vertical+3-Stripes+Gym+Sack,%3Cul%3E%3Cli%3E3.4+oz.%2Fyd%C2%B2%26nbsp%3B%28US%29%2C+5.6+oz.%2FL+yd%26nbsp%3B%28CA%29%2C+100%25+Recycled+polyester%2C+plain+weave%3C%2Fli%3E%3Cli%3ETop+opening%3C%2Fli%3E%3Cli%3EInternal+zippered+pocket%3C%2Fli%3E%3Cli%3EDrawstring+closure%3C%2Fli%3E%3Cli%3EContrast+vertical+3-Stripes%3C%2Fli%3E%3C%2Ful%3E%3Cp%3E%3Cem%3ETo+our+Canadian+customers%3A+Please+note+adidas+products+cannot+be+exported+internationally.+Consult+our++%3Ca+style%3D%22float%3Anone%3B%22+href%3D%22https%3A%2F%2Fen-ca.ssactivewear.com%2Fabout%2Ftermsandconditions%22+target%3D%22_blank%22%3E+Terms+and+Conditions%3C%2Fa%3E+section+for+more+information.%3C%2Fem%3E%3C%2Fp%3E,Bags,53%2C61%2C102%2C128%2C185%2C201%2C206%2C220%2C223%2C267%2C309%2C364%2C379%2C408%2C409%2C410%2C417%2C420%2C424%2C447%2C495,26,,0,0,Images%2FBrand%2F31_fm.jpg,Images%2FStyle%2F10104_fm.jpg,,1,,0
