styleID,partNumber,brandName,styleName,uniqueStyleName,title,description,baseCategory,categories,catalogPageNumber,newStyle,comparableGroup,companionGroup,brandImage,styleImage,prop65Chemicals,noeRetailing,boxRequired,import_status
4467,12960,Gildan,5300,5300G,Heavy+Cotton%E2%84%A2+Pocket+T-Shirt,%3Cul%3E%3Cli%3E5.3+oz.%2Fyd%C2%B2+%28US%29+8.8+oz.%2FL+yd+%28CA%29%2C+100%25+cotton%2C+20+singles%3C%2Fli%3E%3Cli%3EGraphite+Heather+%26amp%3B+Safety+Green%3A+50%2F50+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESport+Grey%3A%26nbsp%3B90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESafety+Green%3A+Compliant+with+ANSI+%2F+ISEA+107%3C%2Fli%3E%3Cli%3EMidweight+fabric%3C%2Fli%3E%3Cli%3EClassic+fit%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+classic+width%2C+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3ELeft+chest+pocket%3C%2Fli%3E%3Cli%3EDouble-needle+pocket%2C+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,8%2C21%2C57%2C61%2C71%2C72%2C87%2C97%2C115%2C148%2C158%2C159%2C180%2C184%2C234%2C269%2C385%2C406%2C422,46,,27,3,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F4467_fm.jpg,,,,0
94,04060,Gildan,5400,5400,Heavy+Cotton%E2%84%A2+Long+Sleeve+T-Shirt,%3Cul%3E%3Cli%3E5.3+oz.%2Fyd%C2%B2+%28US%29+8.8+oz.%2FL+yd+%28CA%29%2C+100%25+cotton%2C+20+singles%3C%2Fli%3E%3Cli%3EAsh+Grey%3A+99%2F1+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EGraphite+Heather%2C+Safety+Green+%26amp%3B+Safety+Orange%3A+50%2F50+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESafety+Green%3A+Compliant+with+ANSI+%2F+ISEA+107%3C%2Fli%3E%3Cli%3EMidweight+fabric%3C%2Fli%3E%3Cli%3EClassic+fit%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+classic+width%2C+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3ERib+cuffs%3C%2Fli%3E%3Cli%3EDouble-needle+bottom+hem%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E%3Cdiv%3E%3Cbr+%2F%3E%3C%2Fdiv%3E,T-Shirts+-+Long+Sleeve,8%2C21%2C56%2C71%2C72%2C79%2C87%2C97%2C115%2C127%2C148%2C159%2C180%2C184%2C269%2C340%2C367%2C385%2C406%2C422,88,,23,3,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F94_fm.jpg,,,,0
1943,34160,Gildan,5400B,5400B,Heavy+Cotton%E2%84%A2+Youth+Long+Sleeve+T-Shirt,%3Cul%3E%3Cli%3E5.3+oz.%2Fyd%C2%B2+%28US%29+8.8+oz.%2FL+yd+%28CA%29%2C+100%25+cotton%2C+20+singles%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EMidweight+fabric%3C%2Fli%3E%3Cli%3EClassic+fit%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+classic+width%2C+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3ERib+cuffs%3C%2Fli%3E%3Cli%3EDouble-needle+bottom+hem%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ECPSIA+Tracking+Label+Compliant%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E%3Cdiv%3E%3Cbr+%2F%3E%3C%2Fdiv%3E,T-Shirts+-+Long+Sleeve,8%2C21%2C28%2C56%2C71%2C72%2C79%2C97%2C127%2C156%2C159%2C180%2C184%2C234%2C269%2C385%2C406%2C412%2C422%2C423%2C456%2C464,89,,112,3,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F1943_fm.jpg,,,,0
2690,82060,Gildan,5400L,5400L,Heavy+Cotton%E2%84%A2+Women%E2%80%99s+Long+Sleeve+T-Shirt,%3Cul%3E%3Cli%3E5.3+oz.%2Fyd%C2%B2+%28US%29+8.8+oz.%2FL+yd+%28CA%29%2C+100%25+cotton%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EMidweight+fabric%3C%2Fli%3E%3Cli%3ESemi-fitted%3C%2Fli%3E%3Cli%3E1%2F2%26quot%3B+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hem%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E%3Cdiv%3E%3Cbr+%2F%3E%3C%2Fdiv%3E,T-Shirts+-+Long+Sleeve,8%2C13%2C21%2C56%2C71%2C72%2C97%2C99%2C150%2C156%2C180%2C184%2C234%2C269%2C385%2C406%2C422%2C423,89,,162,3,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F2690_fm.jpg,,,,0
3900,20260,Gildan,5700,5700,Heavy+Cotton%E2%84%A2+Raglan+Three-Quarter+Sleeve+T-Shirt,%3Cul%3E%3Cli%3E5.3+oz.%2Fyd%C2%B2+%28US%29%2C+8.8+oz%2FL+yd+%28CA%29%2C+100%25+cotton%2C+20+singles%3C%2Fli%3E%3Cli%3ESport+Grey+%28Two+tone%29%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EMidweight+fabric%3C%2Fli%3E%3Cli%3EClassic+fit%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+classic+width%2C+rib+collar%3C%2Fli%3E%3Cli%3E3%2F4+raglan+sleeves%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,21%2C48%2C71%2C72%2C77%2C81%2C87%2C89%2C97%2C148%2C158%2C159%2C180%2C184%2C269%2C367%2C385%2C404%2C406%2C422,0,1,20,3,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F3900_fm.jpg,,,,0
3461,11760,Gildan,5V00L,5V00L,Heavy+Cotton%E2%84%A2+Women%E2%80%99s+V-Neck+T-Shirt,%3Cul%3E%3Cli%3E5.3+oz.%2Fyd%C2%B2+%28US%29+8.8+oz.%2FL+yd+%28CA%29%2C100%25+cotton%2C+20+singles%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EHeather+colors%3A%26nbsp%3B50%2F50+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EMidweight+fabric%3C%2Fli%3E%3Cli%3ESemi-fitted+%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+narrow+width%2C+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3ECap+sleeves%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,13%2C21%2C57%2C66%2C71%2C72%2C97%2C99%2C115%2C150%2C156%2C180%2C184%2C269%2C385%2C406%2C422,44,,313,3,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F3461_fm.jpg,,,,0
32,00660,Gildan,64000,64000,Softstyle%C2%AE+T-Shirt,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5+oz.%2FL+yd+%28CA%29%2C+100%25+ring+spun+cotton%2C+30+singles%3C%2Fli%3E%3Cli%3EAntique+colors+%26amp%3B+Sport+Grey%3A+90%2F10%26nbsp%3Bcotton%2Fpolyester%3C%2Fli%3E%3Cli%3EHeather+colors+%26amp%3B+Blackberry%3A+35%2F65%26nbsp%3Bcotton%2F+polyester%3C%2Fli%3E%3Cli%3EGraphite+Heather%3A+50%2F50%26nbsp%3Bcotton%2F+polyester%3C%2Fli%3E%3Cli%3EModern+classic+fit%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+narrow+width%2C+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,8%2C21%2C57%2C71%2C72%2C79%2C87%2C97%2C115%2C148%2C150%2C158%2C159%2C181%2C183%2C184%2C212%2C234%2C268%2C323%2C341%2C383%2C385%2C406%2C408%2C422%2C443%2C447%2C488,48,,6,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F32_fm.jpg,,,,0
809,50260,Gildan,64000L,64000L,Softstyle%C2%AE+Women%E2%80%99s+T-Shirt,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5%26nbsp%3Boz.%2FL+yd+%28CA%29%2C+100%25+ring+spun+cotton%2C+30+singles%3C%2Fli%3E%3Cli%3EAntique+color+%26amp%3B+Sport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EHeather+colors%3A+35%2F65+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESemi-fitted+%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+narrow+width%2C+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EShort+cap+sleeves%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,8%2C13%2C21%2C57%2C71%2C72%2C79%2C83%2C97%2C115%2C150%2C156%2C181%2C184%2C212%2C268%2C385%2C406%2C408%2C422%2C430%2C443%2C447,48,,143,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F809_fm.jpg,,,,0
2119,59760,Gildan,64200L,64200L,Softstyle%C2%AE+Women%E2%80%99s+Tank+Top,%3Cul%3E%3Cli%3E4.5+oz.%28US%29+7.5%26nbsp%3Boz.%28CA%29%2C+100%25+cotton%2C+30+singles%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2F+polyester%3C%2Fli%3E%3Cli%3ESoft+ring+spun+fabric%3C%2Fli%3E%3Cli%3ESemi-fitted%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3ERib+knit+trim+applied+to+neckline+and+armholes%3C%2Fli%3E%3Cli%3EStraps%3A+1+1%2F2%26quot%3B+for+S+-+L+%2F%2F+1+3%2F4%26quot%3B+for+XL+%26amp%3B+2XL%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,13%2C21%2C63%2C64%2C71%2C72%2C83%2C97%2C116%2C150%2C156%2C181%2C183%2C184%2C212%2C234%2C268%2C385%2C406%2C408%2C422%2C443,81,,169,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F2119_fm.jpg,,,,0
1941,05660,Gildan,64400,64400,Softstyle%C2%AE+Long+Sleeve+T-Shirt,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5+oz.%2FL+yd+%28CA%29%2C+100%25+cotton%2C+30+singles%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EModern+classic+fit%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+narrow+width%2C+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E%3Cdiv%3E%3Cbr+%2F%3E%3C%2Fdiv%3E,T-Shirts+-+Long+Sleeve,8%2C21%2C56%2C71%2C72%2C79%2C87%2C97%2C115%2C127%2C148%2C150%2C156%2C159%2C181%2C184%2C212%2C234%2C268%2C385%2C406%2C408%2C422%2C443,86,,22,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F1941_fm.jpg,,,,0
1944,57660,Gildan,64400L,64400L,Softstyle%C2%AE++Women%27s+Long+Sleeve+T-Shirt,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5%26nbsp%3Boz.%2FL+yd+%28CA%29%2C+100%25+preshrunk+ring+spun+cotton%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EFitted+silhouette+with+side+seam%3C%2Fli%3E%3Cli%3EPreshrunk%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3ESeamless+double+needle+1%2F2%26quot%3B+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble+needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E%3Cdiv%3E%3Cbr+%2F%3E%3C%2Fdiv%3E,T-Shirts+-+Long+Sleeve,8%2C13%2C21%2C56%2C71%2C72%2C74%2C79%2C83%2C97%2C115%2C150%2C156%2C181%2C183%2C184%2C212%2C234%2C268%2C385%2C406%2C408%2C443,0,,162,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F1944_fm.jpg,,,,0
4471,13460,Gildan,64500B,64500B,Softstyle%C2%AE+Youth+T-Shirt,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5%26nbsp%3Boz.%2FL+yd+%28CA%29%2C+100%25cotton%3C%2Fli%3E%3Cli%3ESafety+Green+%26amp%3B+Heather+colors%3A+35%2F65+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EGraphite+Heather%3A+50%2F50+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESafety+Green%3A+Compliant+with+ANSI+%2F+ISEA+107%3C%2Fli%3E%3Cli%3EClassic+fit%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3E3%2F4%26quot%3B+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ECPSIA+Tracking+Label+Compliant%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E%3Cdiv%3E%3Cbr+%2F%3E%3C%2Fdiv%3E,T-Shirts,8%2C21%2C28%2C40%2C49%2C57%2C71%2C72%2C97%2C107%2C115%2C156%2C159%2C181%2C184%2C212%2C268%2C385%2C406%2C408%2C412%2C422%2C423%2C443,51,,258,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F4471_fm.jpg,,,,0
4470,13360,Gildan,64500P,64500P,Softstyle%C2%AE+Toddler+T-Shirt,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5%26nbsp%3Boz.%2FL+yd+%28CA%29%2C+100%25++cotton%2C+30+singles%3C%2Fli%3E%3Cli%3EGraphite+Heather%3A+50%2F50+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EHeather+Colors+%26amp%3B+Safety+Green%3A+35%2F65+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESafety+Green%3A+Compliant+with+ANSI+%2F+ISEA+107%3C%2Fli%3E%3Cli%3EClassic+fit%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3E3%2F4%26quot%3B+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ECPSIA+Tracking+Label+Compliant%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,8%2C12%2C21%2C40%2C49%2C57%2C71%2C97%2C107%2C156%2C159%2C181%2C184%2C212%2C268%2C385%2C408%2C412%2C422%2C443,51,,118,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F4470_fm.jpg,,,,0
4468,13160,Gildan,64550L,64550L,Softstyle%C2%AE+Women%E2%80%99s+Deep+Scoop+Neck+T-Shirt,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5%26nbsp%3Boz.%2FL+yd+%28CA%29%2C100%25+preshrunk+ringspun+cotton%3C%2Fli%3E%3Cli%3EHeather+colors+%28Dark+heather%29%3A+35%2F65+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESemi-fitted+contoured+silhouette+with+side+seam%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3E1%2F2%26quot%3B+rib+collar%3C%2Fli%3E%3Cli%3EDeep+scoop+neckline%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3ECap+sleeves%3C%2Fli%3E%3Cli%3EDouble+needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,13%2C21%2C57%2C71%2C72%2C74%2C83%2C97%2C115%2C116%2C150%2C156%2C181%2C184%2C212%2C268%2C385%2C406%2C408%2C443,0,,304,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F4468_fm.jpg,,,,0
4469,13260,Gildan,645R2L,645R2L,Softstyle%C2%AE+Women%E2%80%99s+Racerback+Tank+Top,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5%26nbsp%3Boz.%2FL+yd+%28CA%29%2C+100%25+preshrunk+ringspun+cotton%3C%2Fli%3E%3Cli%3EHeathers%3A+65%2F35+polyester%2Fringspun+cotton%3C%2Fli%3E%3Cli%3EGraphite+Heather%3A+50%2F50+ringspun+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+ringspun+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESemi-fitted+contoured+silhouette%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3EBanded+neck+and+armholes%3C%2Fli%3E%3Cli%3EDouble+needle+bottom+hem%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E%3Cdiv%3E%3Cbr+%2F%3E%3C%2Fdiv%3E,T-Shirts,13%2C21%2C63%2C64%2C71%2C72%2C74%2C83%2C97%2C150%2C156%2C181%2C184%2C212%2C234%2C268%2C385%2C406%2C408%2C443,0,,409,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F4469_fm.jpg,,,,0
8905,00160,Gildan,64EZ0,64EZ0,Softstyle%C2%AE+EZ+Print+T-Shirt,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5%26nbsp%3Boz.%2FL+yd+%28CA%29%2C+100%25+ring+spun+cotton%2C+30+singles%3C%2Fli%3E%3Cli%3EUltra-smooth+enzyme+washed+soft+ring+spun+fabric%3C%2Fli%3E%3Cli%3EModern+classic%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3ERequires+pretreat+when+DTG+printing%3C%2Fli%3E%3Cli%3E5%2F8%26quot%3B+rib++collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,21%2C87%2C97%2C148%2C212%2C385%2C408%2C417%2C418%2C422%2C443,46,,6,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F8905_fm.jpg,,,,0
2116,01760,Gildan,64V00,64V00,Softstyle%C2%AE+V-Neck+T-Shirt,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5%26nbsp%3Boz.%2FL+yd+%28CA%29%2C100%25++cotton%2C+30+singles%3C%2Fli%3E%3Cli%3EHeather+Purple+%26amp%3B+Dark+Heather+are+35%2F65+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESport+Grey+is+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EModern+classic+fit%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+narrow+width%2C+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,21%2C57%2C66%2C71%2C72%2C87%2C97%2C115%2C148%2C150%2C158%2C159%2C181%2C183%2C184%2C212%2C234%2C268%2C385%2C406%2C408%2C422%2C443,50,,5,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F2116_fm.jpg,,,,0
2117,51260,Gildan,64V00L,64V00L,Softstyle%C2%AE+Women%E2%80%99s+V-Neck+T-Shirt,%3Cul%3E%3Cli%3E4.5+oz.%2Fyd%C2%B2+%28US%29+7.5%26nbsp%3Boz.%2FL+yd+%28CA%29%2C100%25+cotton%3C%2Fli%3E%3Cli%3EHeather+color+%28Dark+Heather%29%3A+35%2F65+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3ESport+Grey%3A+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EFitted%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3E1%2F2%26quot%3B+v-neck+rib+collar%3C%2Fli%3E%3Cli%3EShort+cap+sleeves%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,13%2C21%2C57%2C66%2C71%2C72%2C83%2C97%2C115%2C150%2C156%2C181%2C184%2C212%2C234%2C268%2C385%2C406%2C408%2C422%2C443,50,,142,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F2117_fm.jpg,,,,0
7492,10660,Gildan,64ZEE,64ZEE,Softstyle%C2%AE+Infant+One+Piece,%3Cul%3E%3Cli%3E5.5+oz.%2Fyd%C2%B2+%28US%29+9.2%26nbsp%3Boz.%2FL+yd+%28CA%29%2C+100%25+ringspun+cotton%2C+30+singles%3C%2Fli%3E%3Cli%3ESport+Grey+is+90%2F10+cotton%2Fpolyester%3C%2Fli%3E%3Cli%3EPolyester+thread+used+for+colors%2C+White+is+100%25+cotton+thread%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3ELap+shoulder+construction%3C%2Fli%3E%3Cli%3ERib+binding+with+double-needle+stitching+on+neck%2C+sleeves+and+leg+openings%3C%2Fli%3E%3Cli%3E3-snap+bottom+closure%3C%2Fli%3E%3Cli%3ECPSIA+Tracking+Label+Compliant%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,12%2C21%2C57%2C71%2C97%2C135%2C156%2C159%2C180%2C184%2C212%2C269%2C350%2C385%2C408%2C412%2C422%2C443,37,,116,104,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F7492_fm.jpg,,,,0
8906,00260,Gildan,67000,67000,Softstyle%C2%AE+CVC+T-Shirt,%3Cul%3E%3Cli%3E4.6+oz.%2Fyd%C2%B2+%28US%29+7.7+oz.%2FL+yd+%28CA%29%2C+60%2F40+cotton%2Fpolyester%2C+30+singles%3C%2Fli%3E%3Cli%3ESoft+combed+ring+spun+cotton+rich+blend+fabric%3C%2Fli%3E%3Cli%3EModern+classic+fit%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+narrow+width%2C+rib+collar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,21%2C87%2C97%2C148%2C367%2C371%2C385%2C408%2C417%2C418%2C425%2C443%2C488,47,,6,102,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F8906_fm.jpg,,,,0
10650,84160,Gildan,6750,6750G,Softstyle%C2%AE+Triblend+T-Shirt,%3Cul%3E%3Cli%3E4.2%26nbsp%3Boz.%2Fyd%C2%B2%2C+%28US%29+7.8+oz.%2FL+yd+%28CA%29%2C+50%2F25%2F25+polyester%2Fcombed+ringspun+cotton%2Frayon%2C+32+singles%3C%2Fli%3E%3Cli%3ESoft+tri-blend+fabric%3C%2Fli%3E%3Cli%3EModern+classic+fit%3C%2Fli%3E%3Cli%3EHigh+stitch+density+for+smoother+printing+surface%3C%2Fli%3E%3Cli%3EMoisture+management+properties%3C%2Fli%3E%3Cli%3ENon-topstitched%2C+narrow+width%2C+rib%26nbsp%3Bcollar%3C%2Fli%3E%3Cli%3ETaped+neck+and+shoulders%3C%2Fli%3E%3Cli%3EDouble-needle+sleeve+and+bottom+hems%3C%2Fli%3E%3Cli%3ESide+seams%3C%2Fli%3E%3Cli%3ETear+away+label%3C%2Fli%3E%3C%2Ful%3E,T-Shirts,8%2C16%2C21%2C57%2C87%2C95%2C97%2C156%2C167%2C207%2C212%2C220%2C268%2C312%2C385%2C417%2C418%2C423%2C425%2C443,0,,526,619,Images%2FBrand%2F35_fm.jpg,Images%2FStyle%2F10650_fm.jpg,,,,0
